Experiment	CLAM-python-txt
Date	28/01/16 11:49
User	Danilo A. Zanin
Clam Mode	CAE
Pass Energy (eV)	100.0
Focus Mode	3
Focus Value	0.6
Integration Time (ms)	100.0
Loops	2
Channeltron Rear (V)	3600.0
Channeltron Front (V)	200.0
Comment	Header modified manually to use functions of nanonis

[DATA]
Energy [eV]	Counts	L1 [V]	L2 [V]	Ch_rear [V]	Ch_front [V]	H+ [V]	H- [V]	Retarder [V]
104.25	0	275.0115	275.0115	3695.75	95.75	14.6179245283	-23.1179245283	-4.25
104.5	0	275.671	275.671	3695.5	95.5	14.3679245283	-23.3679245283	-4.5
104.75	0	276.3305	276.3305	3695.25	95.25	14.1179245283	-23.6179245283	-4.75
105.0	4	276.99	276.99	3695.0	95.0	13.8679245283	-23.8679245283	-5.0
105.25	1	277.6495	277.6495	3694.75	94.75	13.6179245283	-24.1179245283	-5.25
105.5	1	278.309	278.309	3694.5	94.5	13.3679245283	-24.3679245283	-5.5
105.75	1	278.9685	278.9685	3694.25	94.25	13.1179245283	-24.6179245283	-5.75
106.0	0	279.628	279.628	3694.0	94.0	12.8679245283	-24.8679245283	-6.0
106.25	1	280.2875	280.2875	3693.75	93.75	12.6179245283	-25.1179245283	-6.25
106.5	0	280.947	280.947	3693.5	93.5	12.3679245283	-25.3679245283	-6.5
106.75	0	281.6065	281.6065	3693.25	93.25	12.1179245283	-25.6179245283	-6.75
107.0	0	282.266	282.266	3693.0	93.0	11.8679245283	-25.8679245283	-7.0
107.25	0	282.9255	282.9255	3692.75	92.75	11.6179245283	-26.1179245283	-7.25
107.5	0	283.585	283.585	3692.5	92.5	11.3679245283	-26.3679245283	-7.5
107.75	0	284.2445	284.2445	3692.25	92.25	11.1179245283	-26.6179245283	-7.75
108.0	0	284.904	284.904	3692.0	92.0	10.8679245283	-26.8679245283	-8.0
108.25	0	285.5635	285.5635	3691.75	91.75	10.6179245283	-27.1179245283	-8.25
108.5	0	286.223	286.223	3691.5	91.5	10.3679245283	-27.3679245283	-8.5
108.75	0	286.8825	286.8825	3691.25	91.25	10.1179245283	-27.6179245283	-8.75
109.0	0	287.542	287.542	3691.0	91.0	9.8679245283	-27.8679245283	-9.0
109.25	0	288.2015	288.2015	3690.75	90.75	9.6179245283	-28.1179245283	-9.25
109.5	0	288.861	288.861	3690.5	90.5	9.3679245283	-28.3679245283	-9.5
109.75	0	289.5205	289.5205	3690.25	90.25	9.1179245283	-28.6179245283	-9.75
110.0	0	290.18	290.18	3690.0	90.0	8.8679245283	-28.8679245283	-10.0
110.25	0	290.8395	290.8395	3689.75	89.75	8.6179245283	-29.1179245283	-10.25
110.5	0	291.499	291.499	3689.5	89.5	8.3679245283	-29.3679245283	-10.5
110.75	0	292.1585	292.1585	3689.25	89.25	8.1179245283	-29.6179245283	-10.75
111.0	0	292.818	292.818	3689.0	89.0	7.8679245283	-29.8679245283	-11.0
111.25	0	293.4775	293.4775	3688.75	88.75	7.6179245283	-30.1179245283	-11.25
111.5	0	294.137	294.137	3688.5	88.5	7.3679245283	-30.3679245283	-11.5
111.75	0	294.7965	294.7965	3688.25	88.25	7.1179245283	-30.6179245283	-11.75
112.0	0	295.456	295.456	3688.0	88.0	6.8679245283	-30.8679245283	-12.0
112.25	0	296.1155	296.1155	3687.75	87.75	6.6179245283	-31.1179245283	-12.25
112.5	0	296.775	296.775	3687.5	87.5	6.3679245283	-31.3679245283	-12.5
112.75	0	297.4345	297.4345	3687.25	87.25	6.1179245283	-31.6179245283	-12.75
113.0	0	298.094	298.094	3687.0	87.0	5.8679245283	-31.8679245283	-13.0
113.0	0	298.094	298.094	3687.0	87.0	5.8679245283	-31.8679245283	-13.0
112.75	0	297.4345	297.4345	3687.25	87.25	6.1179245283	-31.6179245283	-12.75
112.5	0	296.775	296.775	3687.5	87.5	6.3679245283	-31.3679245283	-12.5
112.25	0	296.1155	296.1155	3687.75	87.75	6.6179245283	-31.1179245283	-12.25
112.0	0	295.456	295.456	3688.0	88.0	6.8679245283	-30.8679245283	-12.0
111.75	0	294.7965	294.7965	3688.25	88.25	7.1179245283	-30.6179245283	-11.75
111.5	0	294.137	294.137	3688.5	88.5	7.3679245283	-30.3679245283	-11.5
111.25	0	293.4775	293.4775	3688.75	88.75	7.6179245283	-30.1179245283	-11.25
111.0	0	292.818	292.818	3689.0	89.0	7.8679245283	-29.8679245283	-11.0
110.75	0	292.1585	292.1585	3689.25	89.25	8.1179245283	-29.6179245283	-10.75
110.5	0	291.499	291.499	3689.5	89.5	8.3679245283	-29.3679245283	-10.5
110.25	0	290.8395	290.8395	3689.75	89.75	8.6179245283	-29.1179245283	-10.25
110.0	0	290.18	290.18	3690.0	90.0	8.8679245283	-28.8679245283	-10.0
109.75	0	289.5205	289.5205	3690.25	90.25	9.1179245283	-28.6179245283	-9.75
109.5	0	288.861	288.861	3690.5	90.5	9.3679245283	-28.3679245283	-9.5
109.25	0	288.2015	288.2015	3690.75	90.75	9.6179245283	-28.1179245283	-9.25
109.0	0	287.542	287.542	3691.0	91.0	9.8679245283	-27.8679245283	-9.0
108.75	0	286.8825	286.8825	3691.25	91.25	10.1179245283	-27.6179245283	-8.75
108.5	0	286.223	286.223	3691.5	91.5	10.3679245283	-27.3679245283	-8.5
108.25	0	285.5635	285.5635	3691.75	91.75	10.6179245283	-27.1179245283	-8.25
108.0	0	284.904	284.904	3692.0	92.0	10.8679245283	-26.8679245283	-8.0
107.75	0	284.2445	284.2445	3692.25	92.25	11.1179245283	-26.6179245283	-7.75
107.5	0	283.585	283.585	3692.5	92.5	11.3679245283	-26.3679245283	-7.5
107.25	0	282.9255	282.9255	3692.75	92.75	11.6179245283	-26.1179245283	-7.25
107.0	0	282.266	282.266	3693.0	93.0	11.8679245283	-25.8679245283	-7.0
106.75	0	281.6065	281.6065	3693.25	93.25	12.1179245283	-25.6179245283	-6.75
106.5	0	280.947	280.947	3693.5	93.5	12.3679245283	-25.3679245283	-6.5
106.25	0	280.2875	280.2875	3693.75	93.75	12.6179245283	-25.1179245283	-6.25
106.0	0	279.628	279.628	3694.0	94.0	12.8679245283	-24.8679245283	-6.0
105.75	0	278.9685	278.9685	3694.25	94.25	13.1179245283	-24.6179245283	-5.75
105.5	0	278.309	278.309	3694.5	94.5	13.3679245283	-24.3679245283	-5.5
105.25	0	277.6495	277.6495	3694.75	94.75	13.6179245283	-24.1179245283	-5.25
105.0	0	276.99	276.99	3695.0	95.0	13.8679245283	-23.8679245283	-5.0
104.75	0	276.3305	276.3305	3695.25	95.25	14.1179245283	-23.6179245283	-4.75
104.5	1	275.671	275.671	3695.5	95.5	14.3679245283	-23.3679245283	-4.5
104.25	0	275.0115	275.0115	3695.75	95.75	14.6179245283	-23.1179245283	-4.25
104.0	0	274.352	274.352	3696.0	96.0	14.8679245283	-22.8679245283	-4.0
103.75	2	273.6925	273.6925	3696.25	96.25	15.1179245283	-22.6179245283	-3.75
103.5	4	273.033	273.033	3696.5	96.5	15.3679245283	-22.3679245283	-3.5
103.25	0	272.3735	272.3735	3696.75	96.75	15.6179245283	-22.1179245283	-3.25
103.0	0	271.714	271.714	3697.0	97.0	15.8679245283	-21.8679245283	-3.0
102.75	0	271.0545	271.0545	3697.25	97.25	16.1179245283	-21.6179245283	-2.75
102.5	0	270.395	270.395	3697.5	97.5	16.3679245283	-21.3679245283	-2.5
102.25	0	269.7355	269.7355	3697.75	97.75	16.6179245283	-21.1179245283	-2.25
102.0	0	269.076	269.076	3698.0	98.0	16.8679245283	-20.8679245283	-2.0
101.75	0	268.4165	268.4165	3698.25	98.25	17.1179245283	-20.6179245283	-1.75
101.5	0	267.757	267.757	3698.5	98.5	17.3679245283	-20.3679245283	-1.5
101.25	0	267.0975	267.0975	3698.75	98.75	17.6179245283	-20.1179245283	-1.25
101.0	0	266.438	266.438	3699.0	99.0	17.8679245283	-19.8679245283	-1.0
100.75	0	265.7785	265.7785	3699.25	99.25	18.1179245283	-19.6179245283	-0.75
100.5	0	265.119	265.119	3699.5	99.5	18.3679245283	-19.3679245283	-0.5
100.25	0	264.4595	264.4595	3699.75	99.75	18.6179245283	-19.1179245283	-0.25
100.0	0	263.8	263.8	3700.0	100.0	18.8679245283	-18.8679245283	0.0
99.75	0	263.1405	263.1405	3700.25	100.25	19.1179245283	-18.6179245283	0.25
99.5	1	262.481	262.481	3700.5	100.5	19.3679245283	-18.3679245283	0.5
99.25	0	261.8215	261.8215	3700.75	100.75	19.6179245283	-18.1179245283	0.75
99.0	0	261.162	261.162	3701.0	101.0	19.8679245283	-17.8679245283	1.0
98.75	0	260.5025	260.5025	3701.25	101.25	20.1179245283	-17.6179245283	1.25
98.5	0	259.843	259.843	3701.5	101.5	20.3679245283	-17.3679245283	1.5
98.25	3	259.1835	259.1835	3701.75	101.75	20.6179245283	-17.1179245283	1.75
98.0	0	258.524	258.524	3702.0	102.0	20.8679245283	-16.8679245283	2.0
97.75	0	257.8645	257.8645	3702.25	102.25	21.1179245283	-16.6179245283	2.25
97.5	0	257.205	257.205	3702.5	102.5	21.3679245283	-16.3679245283	2.5
97.25	0	256.5455	256.5455	3702.75	102.75	21.6179245283	-16.1179245283	2.75
97.0	1	255.886	255.886	3703.0	103.0	21.8679245283	-15.8679245283	3.0
96.75	0	255.2265	255.2265	3703.25	103.25	22.1179245283	-15.6179245283	3.25
96.5	1	254.567	254.567	3703.5	103.5	22.3679245283	-15.3679245283	3.5
96.25	0	253.9075	253.9075	3703.75	103.75	22.6179245283	-15.1179245283	3.75
96.0	0	253.248	253.248	3704.0	104.0	22.8679245283	-14.8679245283	4.0
95.75	0	252.5885	252.5885	3704.25	104.25	23.1179245283	-14.6179245283	4.25
95.5	0	251.929	251.929	3704.5	104.5	23.3679245283	-14.3679245283	4.5
95.25	0	251.2695	251.2695	3704.75	104.75	23.6179245283	-14.1179245283	4.75
95.0	1	250.61	250.61	3705.0	105.0	23.8679245283	-13.8679245283	5.0
94.75	0	249.9505	249.9505	3705.25	105.25	24.1179245283	-13.6179245283	5.25
94.5	0	249.291	249.291	3705.5	105.5	24.3679245283	-13.3679245283	5.5
94.25	0	248.6315	248.6315	3705.75	105.75	24.6179245283	-13.1179245283	5.75
94.0	0	247.972	247.972	3706.0	106.0	24.8679245283	-12.8679245283	6.0
93.75	0	247.3125	247.3125	3706.25	106.25	25.1179245283	-12.6179245283	6.25
93.5	0	246.653	246.653	3706.5	106.5	25.3679245283	-12.3679245283	6.5
93.25	3	245.9935	245.9935	3706.75	106.75	25.6179245283	-12.1179245283	6.75
93.0	0	245.334	245.334	3707.0	107.0	25.8679245283	-11.8679245283	7.0
92.75	0	244.6745	244.6745	3707.25	107.25	26.1179245283	-11.6179245283	7.25
92.5	1	244.015	244.015	3707.5	107.5	26.3679245283	-11.3679245283	7.5
92.25	1	243.3555	243.3555	3707.75	107.75	26.6179245283	-11.1179245283	7.75
92.0	0	242.696	242.696	3708.0	108.0	26.8679245283	-10.8679245283	8.0
91.75	0	242.0365	242.0365	3708.25	108.25	27.1179245283	-10.6179245283	8.25
91.5	0	241.377	241.377	3708.5	108.5	27.3679245283	-10.3679245283	8.5
91.25	2	240.7175	240.7175	3708.75	108.75	27.6179245283	-10.1179245283	8.75
91.0	0	240.058	240.058	3709.0	109.0	27.8679245283	-9.8679245283	9.0
90.75	0	239.3985	239.3985	3709.25	109.25	28.1179245283	-9.6179245283	9.25
90.5	0	238.739	238.739	3709.5	109.5	28.3679245283	-9.3679245283	9.5
90.25	0	238.0795	238.0795	3709.75	109.75	28.6179245283	-9.1179245283	9.75
90.0	2	237.42	237.42	3710.0	110.0	28.8679245283	-8.8679245283	10.0
89.75	0	236.7605	236.7605	3710.25	110.25	29.1179245283	-8.6179245283	10.25
89.5	0	236.101	236.101	3710.5	110.5	29.3679245283	-8.3679245283	10.5
89.25	0	235.4415	235.4415	3710.75	110.75	29.6179245283	-8.1179245283	10.75
89.0	0	234.782	234.782	3711.0	111.0	29.8679245283	-7.8679245283	11.0
88.75	0	234.1225	234.1225	3711.25	111.25	30.1179245283	-7.6179245283	11.25
88.5	1	233.463	233.463	3711.5	111.5	30.3679245283	-7.3679245283	11.5
88.25	0	232.8035	232.8035	3711.75	111.75	30.6179245283	-7.1179245283	11.75
88.0	0	232.144	232.144	3712.0	112.0	30.8679245283	-6.8679245283	12.0
87.75	1	231.4845	231.4845	3712.25	112.25	31.1179245283	-6.6179245283	12.25
87.5	0	230.825	230.825	3712.5	112.5	31.3679245283	-6.3679245283	12.5
87.25	0	230.1655	230.1655	3712.75	112.75	31.6179245283	-6.1179245283	12.75
87.0	0	229.506	229.506	3713.0	113.0	31.8679245283	-5.8679245283	13.0
86.75	0	228.8465	228.8465	3713.25	113.25	32.1179245283	-5.6179245283	13.25
86.5	0	228.187	228.187	3713.5	113.5	32.3679245283	-5.3679245283	13.5
86.25	0	227.5275	227.5275	3713.75	113.75	32.6179245283	-5.1179245283	13.75
86.0	0	226.868	226.868	3714.0	114.0	32.8679245283	-4.8679245283	14.0
85.75	0	226.2085	226.2085	3714.25	114.25	33.1179245283	-4.6179245283	14.25
85.5	0	225.549	225.549	3714.5	114.5	33.3679245283	-4.3679245283	14.5
85.25	2	224.8895	224.8895	3714.75	114.75	33.6179245283	-4.1179245283	14.75
85.0	0	224.23	224.23	3715.0	115.0	33.8679245283	-3.8679245283	15.0
84.75	0	223.5705	223.5705	3715.25	115.25	34.1179245283	-3.6179245283	15.25
84.5	0	222.911	222.911	3715.5	115.5	34.3679245283	-3.3679245283	15.5
84.25	0	222.2515	222.2515	3715.75	115.75	34.6179245283	-3.1179245283	15.75
84.0	2	221.592	221.592	3716.0	116.0	34.8679245283	-2.8679245283	16.0
83.75	0	220.9325	220.9325	3716.25	116.25	35.1179245283	-2.6179245283	16.25
83.5	0	220.273	220.273	3716.5	116.5	35.3679245283	-2.3679245283	16.5
83.25	0	219.6135	219.6135	3716.75	116.75	35.6179245283	-2.1179245283	16.75
83.0	0	218.954	218.954	3717.0	117.0	35.8679245283	-1.8679245283	17.0
82.75	0	218.2945	218.2945	3717.25	117.25	36.1179245283	-1.6179245283	17.25
82.5	0	217.635	217.635	3717.5	117.5	36.3679245283	-1.3679245283	17.5
82.25	0	216.9755	216.9755	3717.75	117.75	36.6179245283	-1.1179245283	17.75
82.0	0	216.316	216.316	3718.0	118.0	36.8679245283	-0.867924528302	18.0
81.75	0	215.6565	215.6565	3718.25	118.25	37.1179245283	-0.617924528302	18.25
81.5	1	214.997	214.997	3718.5	118.5	37.3679245283	-0.367924528302	18.5
81.25	0	214.3375	214.3375	3718.75	118.75	37.6179245283	-0.117924528302	18.75
81.0	1	213.678	213.678	3719.0	119.0	37.8679245283	0.132075471698	19.0
80.75	0	213.0185	213.0185	3719.25	119.25	38.1179245283	0.382075471698	19.25
80.5	0	212.359	212.359	3719.5	119.5	38.3679245283	0.632075471698	19.5
80.25	0	211.6995	211.6995	3719.75	119.75	38.6179245283	0.882075471698	19.75
80.0	0	211.04	211.04	3720.0	120.0	38.8679245283	1.1320754717	20.0
79.75	0	210.3805	210.3805	3720.25	120.25	39.1179245283	1.3820754717	20.25
79.5	1	209.721	209.721	3720.5	120.5	39.3679245283	1.6320754717	20.5
79.25	0	209.0615	209.0615	3720.75	120.75	39.6179245283	1.8820754717	20.75
79.0	0	208.402	208.402	3721.0	121.0	39.8679245283	2.1320754717	21.0
78.75	0	207.7425	207.7425	3721.25	121.25	40.1179245283	2.3820754717	21.25
78.5	0	207.083	207.083	3721.5	121.5	40.3679245283	2.6320754717	21.5
78.25	0	206.4235	206.4235	3721.75	121.75	40.6179245283	2.8820754717	21.75
78.0	0	205.764	205.764	3722.0	122.0	40.8679245283	3.1320754717	22.0
77.75	0	205.1045	205.1045	3722.25	122.25	41.1179245283	3.3820754717	22.25
77.5	0	204.445	204.445	3722.5	122.5	41.3679245283	3.6320754717	22.5
77.25	1	203.7855	203.7855	3722.75	122.75	41.6179245283	3.8820754717	22.75
77.0	0	203.126	203.126	3723.0	123.0	41.8679245283	4.1320754717	23.0
76.75	0	202.4665	202.4665	3723.25	123.25	42.1179245283	4.3820754717	23.25
76.5	0	201.807	201.807	3723.5	123.5	42.3679245283	4.6320754717	23.5
76.25	0	201.1475	201.1475	3723.75	123.75	42.6179245283	4.8820754717	23.75
76.0	0	200.488	200.488	3724.0	124.0	42.8679245283	5.1320754717	24.0
75.75	0	199.8285	199.8285	3724.25	124.25	43.1179245283	5.3820754717	24.25
75.5	0	199.169	199.169	3724.5	124.5	43.3679245283	5.6320754717	24.5
75.25	0	198.5095	198.5095	3724.75	124.75	43.6179245283	5.8820754717	24.75
75.0	0	197.85	197.85	3725.0	125.0	43.8679245283	6.1320754717	25.0
74.75	0	197.1905	197.1905	3725.25	125.25	44.1179245283	6.3820754717	25.25
74.5	0	196.531	196.531	3725.5	125.5	44.3679245283	6.6320754717	25.5
74.25	0	195.8715	195.8715	3725.75	125.75	44.6179245283	6.8820754717	25.75
74.0	0	195.212	195.212	3726.0	126.0	44.8679245283	7.1320754717	26.0
73.75	0	194.5525	194.5525	3726.25	126.25	45.1179245283	7.3820754717	26.25
73.5	0	193.893	193.893	3726.5	126.5	45.3679245283	7.6320754717	26.5
73.25	0	193.2335	193.2335	3726.75	126.75	45.6179245283	7.8820754717	26.75
73.0	0	192.574	192.574	3727.0	127.0	45.8679245283	8.1320754717	27.0
72.75	0	191.9145	191.9145	3727.25	127.25	46.1179245283	8.3820754717	27.25
72.5	2	191.255	191.255	3727.5	127.5	46.3679245283	8.6320754717	27.5
72.25	0	190.5955	190.5955	3727.75	127.75	46.6179245283	8.8820754717	27.75
72.0	0	189.936	189.936	3728.0	128.0	46.8679245283	9.1320754717	28.0
71.75	1	189.2765	189.2765	3728.25	128.25	47.1179245283	9.3820754717	28.25
71.5	0	188.617	188.617	3728.5	128.5	47.3679245283	9.6320754717	28.5
71.25	0	187.9575	187.9575	3728.75	128.75	47.6179245283	9.8820754717	28.75
71.0	1	187.298	187.298	3729.0	129.0	47.8679245283	10.1320754717	29.0
70.75	1	186.6385	186.6385	3729.25	129.25	48.1179245283	10.3820754717	29.25
70.5	0	185.979	185.979	3729.5	129.5	48.3679245283	10.6320754717	29.5
70.25	0	185.3195	185.3195	3729.75	129.75	48.6179245283	10.8820754717	29.75
70.0	0	184.66	184.66	3730.0	130.0	48.8679245283	11.1320754717	30.0
69.75	0	184.0005	184.0005	3730.25	130.25	49.1179245283	11.3820754717	30.25
69.5	0	183.341	183.341	3730.5	130.5	49.3679245283	11.6320754717	30.5
69.25	1	182.6815	182.6815	3730.75	130.75	49.6179245283	11.8820754717	30.75
69.0	0	182.022	182.022	3731.0	131.0	49.8679245283	12.1320754717	31.0
68.75	0	181.3625	181.3625	3731.25	131.25	50.1179245283	12.3820754717	31.25
68.5	0	180.703	180.703	3731.5	131.5	50.3679245283	12.6320754717	31.5
68.25	0	180.0435	180.0435	3731.75	131.75	50.6179245283	12.8820754717	31.75
68.0	0	179.384	179.384	3732.0	132.0	50.8679245283	13.1320754717	32.0
67.75	0	178.7245	178.7245	3732.25	132.25	51.1179245283	13.3820754717	32.25
67.5	0	178.065	178.065	3732.5	132.5	51.3679245283	13.6320754717	32.5
67.25	0	177.4055	177.4055	3732.75	132.75	51.6179245283	13.8820754717	32.75
67.0	0	176.746	176.746	3733.0	133.0	51.8679245283	14.1320754717	33.0
66.75	0	176.0865	176.0865	3733.25	133.25	52.1179245283	14.3820754717	33.25
66.5	0	175.427	175.427	3733.5	133.5	52.3679245283	14.6320754717	33.5
66.25	0	174.7675	174.7675	3733.75	133.75	52.6179245283	14.8820754717	33.75
66.0	1	174.108	174.108	3734.0	134.0	52.8679245283	15.1320754717	34.0
65.75	0	173.4485	173.4485	3734.25	134.25	53.1179245283	15.3820754717	34.25
65.5	0	172.789	172.789	3734.5	134.5	53.3679245283	15.6320754717	34.5
65.25	0	172.1295	172.1295	3734.75	134.75	53.6179245283	15.8820754717	34.75
65.0	0	171.47	171.47	3735.0	135.0	53.8679245283	16.1320754717	35.0
64.75	0	170.8105	170.8105	3735.25	135.25	54.1179245283	16.3820754717	35.25
64.5	0	170.151	170.151	3735.5	135.5	54.3679245283	16.6320754717	35.5
64.25	1	169.4915	169.4915	3735.75	135.75	54.6179245283	16.8820754717	35.75
64.0	0	168.832	168.832	3736.0	136.0	54.8679245283	17.1320754717	36.0
63.75	0	168.1725	168.1725	3736.25	136.25	55.1179245283	17.3820754717	36.25
63.5	0	167.513	167.513	3736.5	136.5	55.3679245283	17.6320754717	36.5
63.25	0	166.8535	166.8535	3736.75	136.75	55.6179245283	17.8820754717	36.75
63.0	0	166.194	166.194	3737.0	137.0	55.8679245283	18.1320754717	37.0
62.75	0	165.5345	165.5345	3737.25	137.25	56.1179245283	18.3820754717	37.25
62.5	0	164.875	164.875	3737.5	137.5	56.3679245283	18.6320754717	37.5
62.25	0	164.2155	164.2155	3737.75	137.75	56.6179245283	18.8820754717	37.75
62.0	0	163.556	163.556	3738.0	138.0	56.8679245283	19.1320754717	38.0
61.75	0	162.8965	162.8965	3738.25	138.25	57.1179245283	19.3820754717	38.25
61.5	0	162.237	162.237	3738.5	138.5	57.3679245283	19.6320754717	38.5
61.25	0	161.5775	161.5775	3738.75	138.75	57.6179245283	19.8820754717	38.75
61.0	0	160.918	160.918	3739.0	139.0	57.8679245283	20.1320754717	39.0
60.75	2	160.2585	160.2585	3739.25	139.25	58.1179245283	20.3820754717	39.25
60.5	1	159.599	159.599	3739.5	139.5	58.3679245283	20.6320754717	39.5
60.25	1	158.9395	158.9395	3739.75	139.75	58.6179245283	20.8820754717	39.75
60.0	0	158.28	158.28	3740.0	140.0	58.8679245283	21.1320754717	40.0
59.75	0	157.6205	157.6205	3740.25	140.25	59.1179245283	21.3820754717	40.25
59.5	0	156.961	156.961	3740.5	140.5	59.3679245283	21.6320754717	40.5
59.25	0	156.3015	156.3015	3740.75	140.75	59.6179245283	21.8820754717	40.75
59.0	0	155.642	155.642	3741.0	141.0	59.8679245283	22.1320754717	41.0
58.75	0	154.9825	154.9825	3741.25	141.25	60.1179245283	22.3820754717	41.25
58.5	0	154.323	154.323	3741.5	141.5	60.3679245283	22.6320754717	41.5
58.25	0	153.6635	153.6635	3741.75	141.75	60.6179245283	22.8820754717	41.75
58.0	0	153.004	153.004	3742.0	142.0	60.8679245283	23.1320754717	42.0
57.75	0	152.3445	152.3445	3742.25	142.25	61.1179245283	23.3820754717	42.25
57.5	1	151.685	151.685	3742.5	142.5	61.3679245283	23.6320754717	42.5
57.25	0	151.0255	151.0255	3742.75	142.75	61.6179245283	23.8820754717	42.75
57.0	0	150.366	150.366	3743.0	143.0	61.8679245283	24.1320754717	43.0
56.75	0	149.7065	149.7065	3743.25	143.25	62.1179245283	24.3820754717	43.25
56.5	0	149.047	149.047	3743.5	143.5	62.3679245283	24.6320754717	43.5
56.25	0	148.3875	148.3875	3743.75	143.75	62.6179245283	24.8820754717	43.75
56.0	0	147.728	147.728	3744.0	144.0	62.8679245283	25.1320754717	44.0
55.75	0	147.0685	147.0685	3744.25	144.25	63.1179245283	25.3820754717	44.25
55.5	0	146.409	146.409	3744.5	144.5	63.3679245283	25.6320754717	44.5
55.25	0	145.7495	145.7495	3744.75	144.75	63.6179245283	25.8820754717	44.75
55.0	2	145.09	145.09	3745.0	145.0	63.8679245283	26.1320754717	45.0
54.75	0	144.4305	144.4305	3745.25	145.25	64.1179245283	26.3820754717	45.25
54.5	0	143.771	143.771	3745.5	145.5	64.3679245283	26.6320754717	45.5
54.25	0	143.1115	143.1115	3745.75	145.75	64.6179245283	26.8820754717	45.75
54.0	0	142.452	142.452	3746.0	146.0	64.8679245283	27.1320754717	46.0
53.75	0	141.7925	141.7925	3746.25	146.25	65.1179245283	27.3820754717	46.25
53.5	1	141.133	141.133	3746.5	146.5	65.3679245283	27.6320754717	46.5
53.25	0	140.4735	140.4735	3746.75	146.75	65.6179245283	27.8820754717	46.75
53.0	0	139.814	139.814	3747.0	147.0	65.8679245283	28.1320754717	47.0
52.75	0	139.1545	139.1545	3747.25	147.25	66.1179245283	28.3820754717	47.25
52.5	0	138.495	138.495	3747.5	147.5	66.3679245283	28.6320754717	47.5
52.25	1	137.8355	137.8355	3747.75	147.75	66.6179245283	28.8820754717	47.75
52.0	0	137.176	137.176	3748.0	148.0	66.8679245283	29.1320754717	48.0
51.75	0	136.5165	136.5165	3748.25	148.25	67.1179245283	29.3820754717	48.25
51.5	0	135.857	135.857	3748.5	148.5	67.3679245283	29.6320754717	48.5
51.25	0	135.1975	135.1975	3748.75	148.75	67.6179245283	29.8820754717	48.75
51.0	1	134.538	134.538	3749.0	149.0	67.8679245283	30.1320754717	49.0
50.75	0	133.8785	133.8785	3749.25	149.25	68.1179245283	30.3820754717	49.25
50.5	0	133.219	133.219	3749.5	149.5	68.3679245283	30.6320754717	49.5
50.25	0	132.5595	132.5595	3749.75	149.75	68.6179245283	30.8820754717	49.75
50.0	0	131.9	131.9	3750.0	150.0	68.8679245283	31.1320754717	50.0
49.75	0	131.2405	131.2405	3750.25	150.25	69.1179245283	31.3820754717	50.25
49.5	0	130.581	130.581	3750.5	150.5	69.3679245283	31.6320754717	50.5
49.25	0	129.9215	129.9215	3750.75	150.75	69.6179245283	31.8820754717	50.75
49.0	0	129.262	129.262	3751.0	151.0	69.8679245283	32.1320754717	51.0
48.75	0	128.6025	128.6025	3751.25	151.25	70.1179245283	32.3820754717	51.25
48.5	0	127.943	127.943	3751.5	151.5	70.3679245283	32.6320754717	51.5
48.25	1	127.2835	127.2835	3751.75	151.75	70.6179245283	32.8820754717	51.75
48.0	0	126.624	126.624	3752.0	152.0	70.8679245283	33.1320754717	52.0
47.75	0	125.9645	125.9645	3752.25	152.25	71.1179245283	33.3820754717	52.25
47.5	0	125.305	125.305	3752.5	152.5	71.3679245283	33.6320754717	52.5
47.25	0	124.6455	124.6455	3752.75	152.75	71.6179245283	33.8820754717	52.75
47.0	0	123.986	123.986	3753.0	153.0	71.8679245283	34.1320754717	53.0
46.75	0	123.3265	123.3265	3753.25	153.25	72.1179245283	34.3820754717	53.25
46.5	0	122.667	122.667	3753.5	153.5	72.3679245283	34.6320754717	53.5
46.25	0	122.0075	122.0075	3753.75	153.75	72.6179245283	34.8820754717	53.75
46.0	0	121.348	121.348	3754.0	154.0	72.8679245283	35.1320754717	54.0
45.75	0	120.6885	120.6885	3754.25	154.25	73.1179245283	35.3820754717	54.25
45.5	0	120.029	120.029	3754.5	154.5	73.3679245283	35.6320754717	54.5
45.25	2	119.3695	119.3695	3754.75	154.75	73.6179245283	35.8820754717	54.75
45.0	0	118.71	118.71	3755.0	155.0	73.8679245283	36.1320754717	55.0
44.75	1	118.0505	118.0505	3755.25	155.25	74.1179245283	36.3820754717	55.25
44.5	0	117.391	117.391	3755.5	155.5	74.3679245283	36.6320754717	55.5
44.25	0	116.7315	116.7315	3755.75	155.75	74.6179245283	36.8820754717	55.75
44.0	0	116.072	116.072	3756.0	156.0	74.8679245283	37.1320754717	56.0
43.75	0	115.4125	115.4125	3756.25	156.25	75.1179245283	37.3820754717	56.25
43.5	0	114.753	114.753	3756.5	156.5	75.3679245283	37.6320754717	56.5
43.25	0	114.0935	114.0935	3756.75	156.75	75.6179245283	37.8820754717	56.75
43.0	0	113.434	113.434	3757.0	157.0	75.8679245283	38.1320754717	57.0
42.75	0	112.7745	112.7745	3757.25	157.25	76.1179245283	38.3820754717	57.25
42.5	0	112.115	112.115	3757.5	157.5	76.3679245283	38.6320754717	57.5
42.25	1	111.4555	111.4555	3757.75	157.75	76.6179245283	38.8820754717	57.75
42.0	0	110.796	110.796	3758.0	158.0	76.8679245283	39.1320754717	58.0
